dataset,tier,variant,type,enroll,verify
cplfw,select,soft_llr_v1,FalseReject,Alberto_Sordi_1_0000,Alberto_Sordi_2_0000
cplfw,select,soft_llr_v1,FalseReject,Carey_Lowell_1_0000,Carey_Lowell_3_0000
cplfw,select,soft_llr_v1,FalseReject,Khalid_Khannouchi_1_0000,Khalid_Khannouchi_3_0000
cplfw,select,soft_llr_v1,FalseReject,Patricia_Wartusch_1_0000,Patricia_Wartusch_2_0000
cplfw,select,soft_llr_v1,FalseReject,Raul_Rivero_1_0000,Raul_Rivero_2_0000
cplfw,select,soft_llr_v1,FalseReject,Sarah_Hughes_1_0000,Sarah_Hughes_3_0000
cplfw,select,soft_llr_v1,FalseReject,Joe_Crede_1_0000,Joe_Crede_2_0000
cplfw,select,soft_llr_v1,FalseReject,Sarah_Hughes_2_0000,Sarah_Hughes_3_0000
cplfw,select,soft_llr_v1,FalseReject,Dick_Clark_1_0000,Dick_Clark_3_0000
cplfw,select,soft_llr_v1,FalseReject,Annette_Lu_2_0000,Annette_Lu_3_0000
cplfw,select,soft_llr_v1,FalseReject,Dany_Heatley_1_0000,Dany_Heatley_2_0000
cplfw,select,soft_llr_v1,FalseReject,Eve_Pelletier_2_0000,Eve_Pelletier_3_0000
cplfw,select,soft_llr_v1,FalseReject,Harry_Kalas_1_0000,Harry_Kalas_2_0000
cplfw,select,soft_llr_v1,FalseReject,Felipe_De_Borbon_2_0000,Felipe_De_Borbon_3_0000
cplfw,select,soft_llr_v1,FalseReject,Don_Flanagan_1_0000,Don_Flanagan_3_0000
cplfw,select,soft_llr_v1,FalseReject,Terunobu_Maeda_1_0000,Terunobu_Maeda_3_0000
cplfw,select,soft_llr_v1,FalseReject,Jesse_Helms_1_0000,Jesse_Helms_2_0000
cplfw,select,soft_llr_v1,FalseReject,Jorge_Batlle_2_0000,Jorge_Batlle_3_0000
cplfw,select,soft_llr_v1,FalseReject,Patricia_Wartusch_2_0000,Patricia_Wartusch_3_0000
cplfw,select,soft_llr_v1,FalseReject,Abdullah_1_0000,Abdullah_2_0000
cplfw,select,soft_llr_v1,FalseReject,Harvey_Weinstein_1_0000,Harvey_Weinstein_2_0000
cplfw,select,soft_llr_v1,FalseReject,Joey_Harrington_2_0000,Joey_Harrington_3_0000
cplfw,select,soft_llr_v1,FalseReject,Jonathan_Horton_1_0000,Jonathan_Horton_3_0000
cplfw,select,soft_llr_v1,FalseReject,Garth_Drabinsky_1_0000,Garth_Drabinsky_3_0000
cplfw,select,soft_llr_v1,FalseReject,David_Zeplowitz_1_0000,David_Zeplowitz_3_0000
cplfw,select,soft_llr_v1,FalseReject,Megawati_Sukarnoputri_1_0000,Megawati_Sukarnoputri_3_0000
cplfw,select,soft_llr_v1,FalseReject,Nanni_Moretti_2_0000,Nanni_Moretti_3_0000
cplfw,select,soft_llr_v1,FalseReject,Paula_Dobriansky_2_0000,Paula_Dobriansky_3_0000
cplfw,select,soft_llr_v1,FalseReject,Nanni_Moretti_1_0000,Nanni_Moretti_2_0000
cplfw,select,soft_llr_v1,FalseReject,Dan_Duquette_1_0000,Dan_Duquette_2_0000
cplfw,select,soft_llr_v1,FalseReject,Paula_Dobriansky_1_0000,Paula_Dobriansky_2_0000
cplfw,select,soft_llr_v1,FalseReject,Carly_Fiorina_1_0000,Carly_Fiorina_2_0000
cplfw,select,soft_llr_v1,FalseReject,Jules_Asner_2_0000,Jules_Asner_3_0000
cplfw,select,soft_llr_v1,FalseReject,Princess_Caroline_1_0000,Princess_Caroline_3_0000
cplfw,select,soft_llr_v1,FalseReject,Kate_Burton_1_0000,Kate_Burton_2_0000
cplfw,select,soft_llr_v1,FalseReject,Eric_Bana_1_0000,Eric_Bana_2_0000
cplfw,select,soft_llr_v1,FalseReject,Penny_Lancaster_1_0000,Penny_Lancaster_2_0000
cplfw,select,soft_llr_v1,FalseReject,Antonio_Catania_1_0000,Antonio_Catania_2_0000
cplfw,select,soft_llr_v1,FalseReject,Daniel_Ortega_1_0000,Daniel_Ortega_2_0000
cplfw,select,soft_llr_v1,FalseReject,Pat_Burns_2_0000,Pat_Burns_3_0000
cplfw,select,soft_llr_v1,FalseReject,Oscar_De_La_Hoya_2_0000,Oscar_De_La_Hoya_3_0000
cplfw,select,soft_llr_v1,FalseReject,Jerry_Springer_1_0000,Jerry_Springer_2_0000
cplfw,select,soft_llr_v1,FalseReject,Joseph_Biden_2_0000,Joseph_Biden_3_0000
cplfw,select,soft_llr_v1,FalseReject,Tung_Chee-hwa_1_0000,Tung_Chee-hwa_3_0000
cplfw,select,soft_llr_v1,FalseReject,El_Hadji_Diouf_2_0000,El_Hadji_Diouf_3_0000
cplfw,select,soft_llr_v1,FalseReject,Dan_Duquette_1_0000,Dan_Duquette_3_0000
cplfw,select,soft_llr_v1,FalseReject,Matthew_Perry_1_0000,Matthew_Perry_3_0000
cplfw,select,soft_llr_v1,FalseReject,Laurence_Tribe_1_0000,Laurence_Tribe_2_0000
cplfw,select,soft_llr_v1,FalseReject,Wanda_de_la_Jesus_1_0000,Wanda_de_la_Jesus_2_0000
cplfw,select,soft_llr_v1,FalseReject,El_Hadji_Diouf_1_0000,El_Hadji_Diouf_3_0000
cplfw,select,soft_llr_v1,FalseReject,Craig_Morgan_2_0000,Craig_Morgan_3_0000
cplfw,select,soft_llr_v1,FalseReject,Abdullah_1_0000,Abdullah_3_0000
cplfw,select,soft_llr_v1,FalseReject,Laurence_Tribe_1_0000,Laurence_Tribe_3_0000
cplfw,select,soft_llr_v1,FalseReject,Jonathan_Horton_1_0000,Jonathan_Horton_2_0000
cplfw,select,soft_llr_v1,FalseReject,Biljana_Plavsic_1_0000,Biljana_Plavsic_3_0000
cplfw,select,soft_llr_v1,FalseReject,Kevin_Hearn_1_0000,Kevin_Hearn_2_0000
cplfw,select,soft_llr_v1,FalseReject,Marc-Andre_Fleury_1_0000,Marc-Andre_Fleury_3_0000
cplfw,select,soft_llr_v1,FalseReject,Leland_Chapman_1_0000,Leland_Chapman_2_0000
cplfw,select,soft_llr_v1,FalseReject,Anita_DeFrantz_1_0000,Anita_DeFrantz_2_0000
cplfw,select,soft_llr_v1,FalseReject,Peter_Chan_2_0000,Peter_Chan_3_0000
cplfw,select,soft_llr_v1,FalseReject,Chung_Mong-joon_1_0000,Chung_Mong-joon_2_0000
cplfw,select,soft_llr_v1,FalseReject,Marie-Reine_Le_Gougne_1_0000,Marie-Reine_Le_Gougne_2_0000
cplfw,select,soft_llr_v1,FalseReject,Serge_Klarsfeld_1_0000,Serge_Klarsfeld_3_0000
cplfw,select,soft_llr_v1,FalseReject,Martin_Lawrence_1_0000,Martin_Lawrence_3_0000
cplfw,select,soft_llr_v1,FalseReject,Todd_MacCulloch_1_0000,Todd_MacCulloch_3_0000
cplfw,select,soft_llr_v1,FalseReject,Andrew_Luster_1_0000,Andrew_Luster_2_0000
cplfw,select,soft_llr_v1,FalseReject,Diane_Lane_1_0000,Diane_Lane_3_0000
cplfw,select,soft_llr_v1,FalseReject,Shane_Warne_1_0000,Shane_Warne_3_0000
cplfw,select,soft_llr_v1,FalseReject,Leland_Chapman_1_0000,Leland_Chapman_3_0000
cplfw,select,soft_llr_v1,FalseReject,Colleen_Atwood_1_0000,Colleen_Atwood_2_0000
cplfw,select,soft_llr_v1,FalseReject,Bernard_Landry_2_0000,Bernard_Landry_3_0000
cplfw,select,soft_llr_v1,FalseReject,Chung_Mong-joon_2_0000,Chung_Mong-joon_3_0000
cplfw,select,soft_llr_v1,FalseReject,Jamie_King_1_0000,Jamie_King_3_0000
cplfw,select,soft_llr_v1,FalseReject,Hana_Makhmalbaf_1_0000,Hana_Makhmalbaf_3_0000
cplfw,select,soft_llr_v1,FalseReject,Hana_Makhmalbaf_2_0000,Hana_Makhmalbaf_3_0000
cplfw,select,soft_llr_v1,FalseReject,Chea_Sophara_2_0000,Chea_Sophara_3_0000
cplfw,select,soft_llr_v1,FalseReject,Steven_Seagal_1_0000,Steven_Seagal_3_0000
cplfw,select,soft_llr_v1,FalseReject,Darren_Clarke_1_0000,Darren_Clarke_2_0000
cplfw,select,soft_llr_v1,FalseReject,Giannina_Facio_1_0000,Giannina_Facio_2_0000
cplfw,select,soft_llr_v1,FalseReject,Danny_Ainge_2_0000,Danny_Ainge_3_0000
cplfw,select,soft_llr_v1,FalseReject,David_Zeplowitz_1_0000,David_Zeplowitz_2_0000
cplfw,select,soft_llr_v1,FalseReject,Matthew_Perry_2_0000,Matthew_Perry_3_0000
cplfw,select,soft_llr_v1,FalseReject,Joe_Mantegna_1_0000,Joe_Mantegna_2_0000
cplfw,select,soft_llr_v1,FalseReject,Renee_Zellweger_1_0000,Renee_Zellweger_3_0000
cplfw,select,soft_llr_v1,FalseReject,Norm_Coleman_1_0000,Norm_Coleman_2_0000
cplfw,select,soft_llr_v1,FalseReject,Jessica_Lynch_2_0000,Jessica_Lynch_3_0000
cplfw,select,soft_llr_v1,FalseReject,Samira_Makhmalbaf_2_0000,Samira_Makhmalbaf_3_0000
cplfw,select,soft_llr_v1,FalseReject,Sheryl_Crow_1_0000,Sheryl_Crow_3_0000
cplfw,select,soft_llr_v1,FalseReject,Nanni_Moretti_1_0000,Nanni_Moretti_3_0000
cplfw,select,soft_llr_v1,FalseReject,Harvey_Weinstein_1_0000,Harvey_Weinstein_3_0000
cplfw,select,soft_llr_v1,FalseReject,Roseanne_Barr_1_0000,Roseanne_Barr_2_0000
cplfw,select,soft_llr_v1,FalseReject,Ruben_Studdard_1_0000,Ruben_Studdard_3_0000
cplfw,select,soft_llr_v1,FalseReject,Nicole_Parker_2_0000,Nicole_Parker_3_0000
cplfw,select,soft_llr_v1,FalseReject,Greg_Kinnear_1_0000,Greg_Kinnear_3_0000
cplfw,select,soft_llr_v1,FalseReject,John_Stallworth_1_0000,John_Stallworth_2_0000
cplfw,select,soft_llr_v1,FalseReject,Dustin_Hoffman_1_0000,Dustin_Hoffman_3_0000
cplfw,select,soft_llr_v1,FalseReject,Alfonso_Portillo_2_0000,Alfonso_Portillo_3_0000
cplfw,select,soft_llr_v1,FalseReject,John_Ruiz_2_0000,John_Ruiz_3_0000
cplfw,select,soft_llr_v1,FalseReject,Tony_Curtis_2_0000,Tony_Curtis_3_0000
cplfw,select,soft_llr_v1,FalseReject,Carlos_Barragan_1_0000,Carlos_Barragan_2_0000
cplfw,select,soft_llr_v1,FalseReject,Phil_Vassar_1_0000,Phil_Vassar_2_0000
cplfw,select,soft_llr_v1,FalseReject,Dan_Wheldon_1_0000,Dan_Wheldon_2_0000
cplfw,select,soft_llr_v1,FalseReject,Tony_Curtis_1_0000,Tony_Curtis_3_0000
cplfw,select,soft_llr_v1,FalseReject,Adam_Sandler_1_0000,Adam_Sandler_3_0000
cplfw,select,soft_llr_v1,FalseReject,Roberto_Carlos_1_0000,Roberto_Carlos_3_0000
cplfw,select,soft_llr_v1,FalseReject,Asmaa_Assad_1_0000,Asmaa_Assad_2_0000
cplfw,select,soft_llr_v1,FalseReject,John_Scarlett_1_0000,John_Scarlett_2_0000
cplfw,select,soft_llr_v1,FalseReject,Matthew_Ouimet_1_0000,Matthew_Ouimet_2_0000
cplfw,select,soft_llr_v1,FalseReject,Clay_Aiken_1_0000,Clay_Aiken_2_0000
cplfw,select,soft_llr_v1,FalseReject,Juan_Valencia_Osorio_2_0000,Juan_Valencia_Osorio_3_0000
cplfw,select,soft_llr_v1,FalseReject,Pedro_Solbes_1_0000,Pedro_Solbes_2_0000
cplfw,select,soft_llr_v1,FalseReject,Jean-Claude_Van_Damme_2_0000,Jean-Claude_Van_Damme_3_0000
cplfw,select,soft_llr_v1,FalseReject,Richard_Virenque_1_0000,Richard_Virenque_2_0000
cplfw,select,soft_llr_v1,FalseReject,Cristina_Fernandez_1_0000,Cristina_Fernandez_2_0000
cplfw,select,soft_llr_v1,FalseReject,Lily_Safra_2_0000,Lily_Safra_3_0000
cplfw,select,soft_llr_v1,FalseReject,Carla_Sullivan_2_0000,Carla_Sullivan_3_0000
cplfw,select,soft_llr_v1,FalseReject,Frank_Pallone_2_0000,Frank_Pallone_3_0000
cplfw,select,soft_llr_v1,FalseReject,Mathias_Reichhold_2_0000,Mathias_Reichhold_3_0000
cplfw,select,soft_llr_v1,FalseReject,Stephane_Rousseau_2_0000,Stephane_Rousseau_3_0000
cplfw,select,soft_llr_v1,FalseReject,Mariah_Carey_1_0000,Mariah_Carey_3_0000
cplfw,select,soft_llr_v1,FalseReject,Madonna_1_0000,Madonna_2_0000
cplfw,select,soft_llr_v1,FalseReject,Juan_Manuel_Marquez_2_0000,Juan_Manuel_Marquez_3_0000
cplfw,select,soft_llr_v1,FalseReject,Andy_Roddick_1_0000,Andy_Roddick_3_0000
cplfw,select,soft_llr_v1,FalseReject,Tom_Sizemore_1_0000,Tom_Sizemore_3_0000
cplfw,select,soft_llr_v1,FalseReject,John_Franco_1_0000,John_Franco_3_0000
cplfw,select,soft_llr_v1,FalseReject,Cynthia_Rowley_1_0000,Cynthia_Rowley_3_0000
cplfw,select,soft_llr_v1,FalseReject,Rainer_Gut_1_0000,Rainer_Gut_3_0000
cplfw,select,soft_llr_v1,FalseReject,Bob_Dole_1_0000,Bob_Dole_2_0000
cplfw,select,soft_llr_v1,FalseReject,Lech_Walesa_1_0000,Lech_Walesa_3_0000
cplfw,select,soft_llr_v1,FalseReject,Fernando_Leon_de_Aranoa_1_0000,Fernando_Leon_de_Aranoa_3_0000
cplfw,select,soft_llr_v1,FalseReject,Garry_Kasparov_1_0000,Garry_Kasparov_2_0000
cplfw,select,soft_llr_v1,FalseReject,Jaime_Pressly_1_0000,Jaime_Pressly_3_0000
cplfw,select,soft_llr_v1,FalseReject,Kaisser_Bazan_1_0000,Kaisser_Bazan_3_0000
cplfw,select,soft_llr_v1,FalseReject,Nick_Cassavetes_1_0000,Nick_Cassavetes_2_0000
cplfw,select,soft_llr_v1,FalseReject,Juan_Manuel_Marquez_1_0000,Juan_Manuel_Marquez_3_0000
cplfw,select,soft_llr_v1,FalseReject,Wes_Craven_1_0000,Wes_Craven_2_0000
cplfw,select,soft_llr_v1,FalseReject,Pierre_Boulanger_1_0000,Pierre_Boulanger_2_0000
cplfw,select,soft_llr_v1,FalseReject,Liza_Minnelli_1_0000,Liza_Minnelli_2_0000
cplfw,select,soft_llr_v1,FalseReject,Tom_Daschle_1_0000,Tom_Daschle_2_0000
cplfw,select,soft_llr_v1,FalseReject,Terri_Clark_2_0000,Terri_Clark_3_0000
cplfw,select,soft_llr_v1,FalseReject,Rick_Carlisle_1_0000,Rick_Carlisle_2_0000
cplfw,select,soft_llr_v1,FalseReject,Brooke_Gordon_1_0000,Brooke_Gordon_3_0000
cplfw,select,soft_llr_v1,FalseReject,Wayne_Ferreira_1_0000,Wayne_Ferreira_3_0000
cplfw,select,soft_llr_v1,FalseReject,Robbie_Williams_1_0000,Robbie_Williams_2_0000
cplfw,select,soft_llr_v1,FalseReject,Nicole_Parker_1_0000,Nicole_Parker_3_0000
cplfw,select,soft_llr_v1,FalseReject,Jerry_Lewis_1_0000,Jerry_Lewis_2_0000
cplfw,select,soft_llr_v1,FalseReject,Lisa_Marie_Presley_1_0000,Lisa_Marie_Presley_2_0000
cplfw,select,soft_llr_v1,FalseReject,Severino_Antinori_1_0000,Severino_Antinori_3_0000
cplfw,select,soft_llr_v1,FalseReject,Diego_Diego_Lerman_1_0000,Diego_Diego_Lerman_2_0000
cplfw,select,soft_llr_v1,FalseReject,Frank_Pallone_1_0000,Frank_Pallone_3_0000
cplfw,select,soft_llr_v1,FalseReject,Jane_Leeves_1_0000,Jane_Leeves_3_0000
cplfw,select,soft_llr_v1,FalseReject,Paris_Hilton_1_0000,Paris_Hilton_3_0000
cplfw,select,soft_llr_v1,FalseReject,Clay_Aiken_1_0000,Clay_Aiken_3_0000
cplfw,select,soft_llr_v1,FalseReject,Agnelo_Queiroz_1_0000,Agnelo_Queiroz_3_0000
cplfw,select,soft_llr_v1,FalseReject,Muhammad_Ali_1_0000,Muhammad_Ali_2_0000
cplfw,select,soft_llr_v1,FalseReject,David_Bisbal_1_0000,David_Bisbal_3_0000
cplfw,select,soft_llr_v1,FalseReject,Tim_Henman_1_0000,Tim_Henman_2_0000
cplfw,select,soft_llr_v1,FalseReject,Kate_Hudson_1_0000,Kate_Hudson_3_0000
cplfw,select,soft_llr_v1,FalseReject,Kate_Hudson_1_0000,Kate_Hudson_2_0000
cplfw,select,soft_llr_v1,FalseReject,Pete_Sampras_2_0000,Pete_Sampras_3_0000
cplfw,select,soft_llr_v1,FalseReject,Robbie_Williams_1_0000,Robbie_Williams_3_0000
cplfw,select,soft_llr_v1,FalseReject,Francisco_Flores_1_0000,Francisco_Flores_2_0000
cplfw,select,soft_llr_v1,FalseReject,Robbie_Williams_2_0000,Robbie_Williams_3_0000
cplfw,select,soft_llr_v1,FalseReject,Joshua_Gracin_1_0000,Joshua_Gracin_2_0000
cplfw,select,soft_llr_v1,FalseReject,Iban_Mayo_1_0000,Iban_Mayo_3_0000
cplfw,select,soft_llr_v1,FalseReject,Eric_Staal_1_0000,Eric_Staal_2_0000
cplfw,select,soft_llr_v1,FalseReject,Marion_Barry_1_0000,Marion_Barry_2_0000
cplfw,select,soft_llr_v1,FalseReject,Elizabeth_Smart_1_0000,Elizabeth_Smart_3_0000
cplfw,select,soft_llr_v1,FalseReject,Luciano_Bovicelli_2_0000,Luciano_Bovicelli_3_0000
cplfw,select,soft_llr_v1,FalseReject,Jeff_Bridges_1_0000,Jeff_Bridges_3_0000
cplfw,select,soft_llr_v1,FalseReject,Ian_Moran_1_0000,Ian_Moran_3_0000
cplfw,select,soft_llr_v1,FalseReject,Patty_Sheehan_2_0000,Patty_Sheehan_3_0000
cplfw,select,soft_llr_v1,FalseReject,Paul_Gascoigne_1_0000,Paul_Gascoigne_2_0000
cplfw,select,soft_llr_v1,FalseReject,Luciano_Bovicelli_1_0000,Luciano_Bovicelli_3_0000
cplfw,select,soft_llr_v1,FalseReject,Joe_Gatti_2_0000,Joe_Gatti_3_0000
cplfw,select,soft_llr_v1,FalseReject,Ian_Moran_1_0000,Ian_Moran_2_0000
cplfw,select,soft_llr_v1,FalseReject,Bono_1_0000,Bono_2_0000
cplfw,select,soft_llr_v1,FalseReject,Erin_Runnion_1_0000,Erin_Runnion_2_0000
cplfw,select,soft_llr_v1,FalseReject,Daniel_Scioli_1_0000,Daniel_Scioli_3_0000
cplfw,select,soft_llr_v1,FalseReject,Derek_King_1_0000,Derek_King_3_0000
cplfw,select,soft_llr_v1,FalseReject,Jerry_Rice_2_0000,Jerry_Rice_3_0000
cplfw,select,soft_llr_v1,FalseReject,Lenny_Wilkens_1_0000,Lenny_Wilkens_3_0000
cplfw,select,soft_llr_v1,FalseReject,Ajit_Agarkar_1_0000,Ajit_Agarkar_2_0000
cplfw,select,soft_llr_v1,FalseReject,Keith_Van_Horn_1_0000,Keith_Van_Horn_2_0000
cplfw,select,soft_llr_v1,FalseReject,Elena_Likhovtseva_1_0000,Elena_Likhovtseva_3_0000
cplfw,select,soft_llr_v1,FalseReject,Otto_Reich_1_0000,Otto_Reich_2_0000
cplfw,select,soft_llr_v1,FalseReject,Rolandas_Paksas_1_0000,Rolandas_Paksas_3_0000
cplfw,select,soft_llr_v1,FalseReject,Nicolas_Cage_1_0000,Nicolas_Cage_2_0000
cplfw,select,soft_llr_v1,FalseReject,Ben_Affleck_1_0000,Ben_Affleck_3_0000
cplfw,select,soft_llr_v1,FalseReject,Gil_de_Ferran_1_0000,Gil_de_Ferran_2_0000
cplfw,select,soft_llr_v1,FalseReject,Ivan_Shvedoff_1_0000,Ivan_Shvedoff_3_0000
cplfw,select,soft_llr_v1,FalseReject,Ian_Thorpe_1_0000,Ian_Thorpe_2_0000
cplfw,select,soft_llr_v1,FalseReject,Sebastian_Saja_1_0000,Sebastian_Saja_2_0000
cplfw,select,soft_llr_v1,FalseReject,Mae_Jemison_2_0000,Mae_Jemison_3_0000
cplfw,select,soft_llr_v1,FalseReject,Joe_Gatti_1_0000,Joe_Gatti_3_0000
cplfw,select,soft_llr_v1,FalseReject,Liv_Tyler_1_0000,Liv_Tyler_2_0000
cplfw,select,soft_llr_v1,FalseReject,David_Brinkley_1_0000,David_Brinkley_3_0000
cplfw,select,soft_llr_v1,FalseReject,Alanna_Ubach_1_0000,Alanna_Ubach_3_0000
cplfw,select,soft_llr_v1,FalseReject,Marty_Mornhinweg_1_0000,Marty_Mornhinweg_3_0000
cplfw,select,soft_llr_v1,FalseReject,John_Fox_1_0000,John_Fox_2_0000
cplfw,select,soft_llr_v1,FalseReject,Stanley_Tong_1_0000,Stanley_Tong_2_0000
cplfw,select,soft_llr_v1,FalseReject,Liliana_Cavani_1_0000,Liliana_Cavani_3_0000
cplfw,select,soft_llr_v1,FalseReject,Mickey_Gilley_1_0000,Mickey_Gilley_3_0000
cplfw,select,soft_llr_v1,FalseReject,Tina_Andrews_1_0000,Tina_Andrews_2_0000
cplfw,select,soft_llr_v1,FalseReject,Ian_Thorpe_2_0000,Ian_Thorpe_3_0000
cplfw,select,soft_llr_v1,FalseReject,Dan_Guerrero_1_0000,Dan_Guerrero_2_0000
cplfw,select,soft_llr_v1,FalseReject,Rand_Miller_2_0000,Rand_Miller_3_0000
cplfw,select,soft_llr_v1,FalseReject,Isabelle_Huppert_1_0000,Isabelle_Huppert_3_0000
cplfw,select,soft_llr_v1,FalseReject,Omar_Sharif_1_0000,Omar_Sharif_3_0000
cplfw,select,soft_llr_v1,FalseReject,Ben_Broussard_1_0000,Ben_Broussard_2_0000
cplfw,select,soft_llr_v1,FalseReject,Landon_Donovan_1_0000,Landon_Donovan_2_0000
cplfw,select,soft_llr_v1,FalseReject,Henri_Proglio_1_0000,Henri_Proglio_3_0000
cplfw,select,soft_llr_v1,FalseReject,Robert_Nillson_1_0000,Robert_Nillson_2_0000
cplfw,select,soft_llr_v1,FalseReject,Elena_Likhovtseva_1_0000,Elena_Likhovtseva_2_0000
cplfw,select,soft_llr_v1,FalseReject,Jacques_Villeneuve_1_0000,Jacques_Villeneuve_2_0000
cplfw,select,soft_llr_v1,FalseReject,Collis_Temple_III_1_0000,Collis_Temple_III_2_0000
cplfw,select,soft_llr_v1,FalseReject,Zhang_Ziyi_1_0000,Zhang_Ziyi_3_0000
cplfw,select,soft_llr_v1,FalseReject,Conan_OBrien_1_0000,Conan_OBrien_3_0000
cplfw,select,soft_llr_v1,FalseReject,Guillaume_Depardieu_1_0000,Guillaume_Depardieu_2_0000
cplfw,select,soft_llr_v1,FalseReject,Paul_Bettany_1_0000,Paul_Bettany_3_0000
cplfw,select,soft_llr_v1,FalseReject,Christine_Todd_Whitman_1_0000,Christine_Todd_Whitman_3_0000
cplfw,select,soft_llr_v1,FalseReject,Hunter_Kemper_1_0000,Hunter_Kemper_3_0000
cplfw,select,soft_llr_v1,FalseReject,Richard_Pennington_2_0000,Richard_Pennington_3_0000
cplfw,select,soft_llr_v1,FalseReject,Mae_Jemison_1_0000,Mae_Jemison_3_0000
cplfw,select,soft_llr_v1,FalseReject,Angela_Alvarado_Rosa_2_0000,Angela_Alvarado_Rosa_3_0000
cplfw,select,soft_llr_v1,FalseReject,Claudio_Lopez_2_0000,Claudio_Lopez_3_0000
cplfw,select,soft_llr_v1,FalseReject,Tian_Zhuang_Zhuang_1_0000,Tian_Zhuang_Zhuang_2_0000
cplfw,select,soft_llr_v1,FalseReject,Jim_Paxson_2_0000,Jim_Paxson_3_0000
cplfw,select,soft_llr_v1,FalseReject,John_Walsh_1_0000,John_Walsh_2_0000
cplfw,select,soft_llr_v1,FalseReject,Conchita_Martinez_1_0000,Conchita_Martinez_3_0000
cplfw,select,soft_llr_v1,FalseReject,Uma_Thurman_1_0000,Uma_Thurman_3_0000
cplfw,select,soft_llr_v1,FalseReject,Don_King_1_0000,Don_King_3_0000
cplfw,select,soft_llr_v1,FalseReject,John_Edwards_1_0000,John_Edwards_3_0000
cplfw,select,soft_llr_v1,FalseReject,Liliana_Cavani_1_0000,Liliana_Cavani_2_0000
cplfw,select,soft_llr_v1,FalseReject,Gil_de_Ferran_2_0000,Gil_de_Ferran_3_0000
cplfw,select,soft_llr_v1,FalseReject,Richard_Myers_2_0000,Richard_Myers_3_0000
cplfw,select,soft_llr_v1,FalseReject,Patty_Sheehan_1_0000,Patty_Sheehan_2_0000
cplfw,select,soft_llr_v1,FalseReject,Liv_Tyler_1_0000,Liv_Tyler_3_0000
cplfw,select,soft_llr_v1,FalseReject,Ben_Affleck_1_0000,Ben_Affleck_2_0000
cplfw,select,soft_llr_v1,FalseReject,John_Edwards_2_0000,John_Edwards_3_0000
cplfw,select,soft_llr_v1,FalseReject,Amanda_Coetzer_1_0000,Amanda_Coetzer_2_0000
cplfw,select,soft_llr_v1,FalseReject,Collis_Temple_III_2_0000,Collis_Temple_III_3_0000
cplfw,select,soft_llr_v1,FalseReject,Dan_Guerrero_1_0000,Dan_Guerrero_3_0000
cplfw,select,soft_llr_v1,FalseReject,Tim_Pawlenty_2_0000,Tim_Pawlenty_3_0000
cplfw,select,soft_llr_v1,FalseReject,Adrian_Annus_2_0000,Adrian_Annus_3_0000
cplfw,select,soft_llr_v1,FalseReject,Richard_Gere_1_0000,Richard_Gere_2_0000
cplfw,select,soft_llr_v1,FalseReject,Arianna_Huffington_1_0000,Arianna_Huffington_2_0000
cplfw,select,soft_llr_v1,FalseReject,William_Shatner_1_0000,William_Shatner_2_0000
cplfw,select,soft_llr_v1,FalseReject,Peter_Camejo_1_0000,Peter_Camejo_3_0000
cplfw,select,soft_llr_v1,FalseReject,James_Butts_1_0000,James_Butts_2_0000
cplfw,select,soft_llr_v1,FalseReject,Gil_de_Ferran_1_0000,Gil_de_Ferran_3_0000
cplfw,select,soft_llr_v1,FalseReject,Susie_Castillo_1_0000,Susie_Castillo_2_0000
cplfw,select,soft_llr_v1,FalseReject,Tina_Andrews_2_0000,Tina_Andrews_3_0000
cplfw,select,soft_llr_v1,FalseReject,Jose_Carlo_Fernandez_2_0000,Jose_Carlo_Fernandez_3_0000
cplfw,select,soft_llr_v1,FalseReject,Harry_Schmidt_1_0000,Harry_Schmidt_3_0000
cplfw,select,soft_llr_v1,FalseReject,Ivan_Shvedoff_1_0000,Ivan_Shvedoff_2_0000
cplfw,select,soft_llr_v1,FalseReject,Rand_Miller_1_0000,Rand_Miller_2_0000
cplfw,select,soft_llr_v1,FalseReject,Tim_Pawlenty_1_0000,Tim_Pawlenty_3_0000
cplfw,select,soft_llr_v1,FalseReject,William_Shatner_1_0000,William_Shatner_3_0000
cplfw,select,soft_llr_v1,FalseReject,Johnny_Benson_1_0000,Johnny_Benson_3_0000
cplfw,select,soft_llr_v1,FalseReject,Tim_Curry_1_0000,Tim_Curry_2_0000
cplfw,select,soft_llr_v1,FalseReject,Sebastian_Saja_2_0000,Sebastian_Saja_3_0000
cplfw,select,soft_llr_v1,FalseReject,Jim_Paxson_1_0000,Jim_Paxson_3_0000
cplfw,select,soft_llr_v1,FalseReject,Diego_Armando_Maradona_2_0000,Diego_Armando_Maradona_3_0000
cplfw,select,soft_llr_v1,FalseReject,Amanda_Coetzer_2_0000,Amanda_Coetzer_3_0000
cplfw,select,soft_llr_v1,FalseReject,Hermann_Maier_1_0000,Hermann_Maier_3_0000
cplfw,select,soft_llr_v1,FalseReject,Betty_Williams_1_0000,Betty_Williams_3_0000
cplfw,select,soft_llr_v1,FalseReject,Gary_Locke_1_0000,Gary_Locke_3_0000
cplfw,select,soft_llr_v1,FalseReject,Carlton_Dotson_1_0000,Carlton_Dotson_2_0000
cplfw,select,soft_llr_v1,FalseReject,John_Wayne_1_0000,John_Wayne_3_0000
